orig_index,title,year,journal,issn,volume,issue,pages,authors,language,abstract,doi,keywords,orig_abstract,label,final_score,category,user_judgment
184,The impact of anxiety on decision making in individuals with intellectual and developmental disabilities or a diagnosis on the autism spectrum.,2021,Decision making by individuals with intellectual and developmental disabilities: Integrating research into practice.,978-3-030-74674-2 (Hardcover); 978-3-030-74675-9 (Digital (undefined format)),,"Adams, D., Clark, M., and Keen, D. (2019). Using self-report to explore the relationship between anxiety and quality of life in children on the autism spectrum. Autism Research, 12(10), 1505-1515 https://pubmed.ncbi.nlm.nih.gov/31207183 https://dx.doi.org/10.1002/aur.2155 2019-34312-001.",173-196,"Adams, Dawn; Malone, Stephanie",English,"many individuals with intellectual and developmental disabilities (idd) or a diagnosis on the autism spectrum will experience anxiety. research examining anxiety in these populations has provided understanding of how it presents and how it can be measured more accurately in these individuals. less is known, however, about the impact that anxiety can have on cognitive tasks or issues. within neurotypical individuals, anxiety has been shown to impact decision making, both by increasing the likelihood of a ""jump-to-conclusion"" style of reasoning and also by influencing perceptions of relative risk. the impact of anxiety on the decision making of individuals with idd or those on the autism spectrum is less well understood. in this chapter we describe the limited research in this area. we then use this to hypothesise about the potential impact it may have across the decision-making process. given the high prevalence of anxiety (and other mental health challenges) in those with idd and/or autism, there is a clear need for more work in this area. with this additional knowledge we will be better placed to understand whether anxiety has a positive, negative or neutral effect on decision making in these populations. this knowledge can then be used to support decision making and also reduce any possible negative effects of anxiety on this process.",10.1007/978-3-030-74675-9_8,*Decision Making; *Anxiety; *Autism Spectrum Disorders; *Developmental Disabilities; *Diagnosis,"Many individuals with intellectual and developmental disabilities (IDD) or a diagnosis on the autism spectrum will experience anxiety. Research examining anxiety in these populations has provided understanding of how it presents and how it can be measured more accurately in these individuals. Less is known, however, about the impact that anxiety can have on cognitive tasks or issues. Within neurotypical individuals, anxiety has been shown to impact decision making, both by increasing the likelihood of a ""jump-to-conclusion"" style of reasoning and also by influencing perceptions of relative risk. The impact of anxiety on the decision making of individuals with IDD or those on the autism spectrum is less well understood. In this chapter we describe the limited research in this area. We then use this to hypothesise about the potential impact it may have across the decision-making process. Given the high prevalence of anxiety (and other mental health challenges) in those with IDD and/or autism, there is a clear need for more work in this area. With this additional knowledge we will be better placed to understand whether anxiety has a positive, negative or neutral effect on decision making in these populations. This knowledge can then be used to support decision making and also reduce any possible negative effects of anxiety on this process. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",relevant,0.677199151,Borderline,D
1901,Neural Mechanisms of Human Decision-Making.,2021,"Cognitive, Affective & Behavioral Neuroscience",1530-7026,21,1,35-57,"Herd, Seth; Krueger, Kai; Nair, Ananta; Mollick, Jessica; O'Reilly, Randall",,"we present a theory and neural network model of the neural mechanisms underlying human decision-making. we propose a detailed model of the interaction between brain regions, under a proposer-predictor-actor-critic_ _framework. this theory is based on detailed animal data and theories of action-selection. those theories are adapted to serial operation to bridge levels of analysis and explain human decision-making. task-relevant areas of cortex propose a candidate plan using fast, model-free, parallel neural computations. other areas of cortex and medial temporal lobe can then predict_ likely outcomes of that plan in this situation. this optional prediction- (or model-) based computation can produce better accuracy and generalization, at the expense of speed. next, linked regions of basal ganglia act_ to accept or reject the proposed plan based on its reward history in similar contexts. if that plan is rejected, the process repeats to consider a new option. the reward-prediction system acts as a critic_ to determine the value of the outcome relative to expectations and produce dopamine as a training signal for cortex and basal ganglia. by operating sequentially and hierarchically, the same mechanisms previously proposed for animal action-selection could explain the most complex human plans and decisions. we discuss explanations of model-based decisions, habitization, and risky behavior based on the computational model.",10.3758/s13415-020-00842-0,,"We present a theory and neural network model of the neural mechanisms underlying human decision-making. We propose a detailed model of the interaction between brain regions, under a proposer-predictor-actor-critic_ _framework. This theory is based on detailed animal data and theories of action-selection. Those theories are adapted to serial operation to bridge levels of analysis and explain human decision-making. Task-relevant areas of cortex propose a candidate plan using fast, model-free, parallel neural computations. Other areas of cortex and medial temporal lobe can then predict_ likely outcomes of that plan in this situation. This optional prediction- (or model-) based computation can produce better accuracy and generalization, at the expense of speed. Next, linked regions of basal ganglia act_ to accept or reject the proposed plan based on its reward history in similar contexts. If that plan is rejected, the process repeats to consider a new option. The reward-prediction system acts as a critic_ to determine the value of the outcome relative to expectations and produce dopamine as a training signal for cortex and basal ganglia. By operating sequentially and hierarchically, the same mechanisms previously proposed for animal action-selection could explain the most complex human plans and decisions. We discuss explanations of model-based decisions, habitization, and risky behavior based on the computational model.",relevant,0.67762016,Borderline,K
943,Suboptimal Choice: A Review and Quantification of the Signal for Good News (SiGN) Model.,2024,Psychol Rev,0033-295X,131,1,58-78,"Dunn, Roger; Pisklak, Jeffrey; McDevitt, Margaret; Spetch, Marcia",,"as first reported several decades ago, pigeons (columba livia) sometimes choose options that provide less food over options that provide more food. this behavior has been variously referred to as suboptimal, maladaptive, or paradoxical because it lowers overall food intake. a great deal of research has been directed at understanding the conditions under which animals and people make suboptimal choices and the mechanisms that drive this behavior. here, we review the literature on suboptimal choice and the variables that play a role in this phenomenon. suboptimal choice is most likely to occur when the outcomes following a choice are uncertain, when the outcomes are delayed after the choice, and when the outcomes are signaled only on the option that provides food less often. we propose a mathematical formalization of the signal for good news (sign) model which assumes that a signal for a reduction in delay to food reinforces choice. we generate predictions from the model about the effect of parameters that characterize suboptimal choice and we show that, even in the absence of free parameters, the sign model provides a very good fit to the choice proportions of birds from a large set of conditions across studies from numerous researchers. r code for sign predictions and the data set are available on the open science framework ( https://osf.io/39qtj). we discuss limitations of the model, propose directions for future research, and discuss the general applicability of this research to understanding how rewards and signals for reward may combine to reinforce behavior.,",10.1037/rev0000416,conditioned reinforcement; delay reduction; paradoxical; SiGN model; suboptimal choice,"As first reported several decades ago, pigeons (Columba livia) sometimes choose options that provide less food over options that provide more food. This behavior has been variously referred to as suboptimal, maladaptive, or paradoxical because it lowers overall food intake. A great deal of research has been directed at understanding the conditions under which animals and people make suboptimal choices and the mechanisms that drive this behavior. Here, we review the literature on suboptimal choice and the variables that play a role in this phenomenon. Suboptimal choice is most likely to occur when the outcomes following a choice are uncertain, when the outcomes are delayed after the choice, and when the outcomes are signaled only on the option that provides food less often. We propose a mathematical formalization of the signal for good news (SiGN) model which assumes that a signal for a reduction in delay to food reinforces choice. We generate predictions from the model about the effect of parameters that characterize suboptimal choice and we show that, even in the absence of free parameters, the SiGN model provides a very good fit to the choice proportions of birds from a large set of conditions across studies from numerous researchers. R code for SiGN predictions and the data set are available on the Open Science Framework ( https://osf.io/39qtj). We discuss limitations of the model, propose directions for future research, and discuss the general applicability of this research to understanding how rewards and signals for reward may combine to reinforce behavior., (C) 2024 by the American Psychological Association",unknown,0.677886108,Borderline,K
774,Serotonin and dopamine play complementary roles in gambling to recover losses.,2011,Neuropsychopharmacology,0893-133X,36,2,402-410,"Campbell-Meiklejohn, Daniel; Wakeley, Judi; Herbert, Vanessa; Cook, Jennifer; Scollo, Paolo; Ray, Manaan Kar; Selvaraj, Sudhakar; Passingham, Richard E; Cowen, Phillip; Rogers, Robert D",English,"continued gambling to recover losses-'loss chasing'-is a prominent feature of social and pathological gambling. however, little is known about the neuromodulators that influence this behavior. in three separate experiments, we investigated the role of serotonin activity, d2/d3 receptor activity, and beta-adrenoceptor activity on the loss chasing of age and iq-matched healthy adults randomized to treatment or an appropriate control/placebo. in experiment 1, participants consumed amino-acid drinks that did or did not contain the serotonin precursor, tryptophan. in experiment 2, participants received a single 176 microg dose of the d2/d3 receptor agonist, pramipexole, or placebo. in experiment 3, participants received a single 80 mg dose of the beta-adrenoceptor blocker, propranolol, or placebo. following treatment, participants completed a computerized loss-chasing game. mood and heart rate were measured at baseline and following treatment. tryptophan depletion significantly reduced the number of decisions made to chase losses, and the number of consecutive decisions to chase, in the absence of marked changes in mood. by contrast, pramipexole significantly increased the value of losses chased and diminished the value of losses surrendered. propranolol markedly reduced heart rate, but produced no significant changes in loss-chasing behavior. loss chasing can be thought of as an aversively motivated escape behavior controlled, in part, by the marginal value of continued gambling relative to the value of already accumulated losses. serotonin and dopamine appear to play dissociable roles in the tendency of individuals to gamble to recover, or to seek to 'escape' from, previous losses. serotonergic activity seems to promote the availability of loss chasing as a behavioral option, whereas d2/d3 receptor activity produces complex changes in the value of losses judged worth chasing. sympathetic arousal, at least as mediated by beta-adrenoceptors, does not play a major role in laboratory-based loss-chasing choices.",10.1038/npp.2010.170,*Gambling; *Dopamine; *Drug Therapy; Gambling Disorder; *Serotonin; Tryptophan,"Continued gambling to recover losses-'loss chasing'-is a prominent feature of social and pathological gambling. However, little is known about the neuromodulators that influence this behavior. In three separate experiments, we investigated the role of serotonin activity, D2/D3 receptor activity, and beta-adrenoceptor activity on the loss chasing of age and IQ-matched healthy adults randomized to treatment or an appropriate control/placebo. In Experiment 1, participants consumed amino-acid drinks that did or did not contain the serotonin precursor, tryptophan. In Experiment 2, participants received a single 176 microg dose of the D2/D3 receptor agonist, pramipexole, or placebo. In Experiment 3, participants received a single 80 mg dose of the beta-adrenoceptor blocker, propranolol, or placebo. Following treatment, participants completed a computerized loss-chasing game. Mood and heart rate were measured at baseline and following treatment. Tryptophan depletion significantly reduced the number of decisions made to chase losses, and the number of consecutive decisions to chase, in the absence of marked changes in mood. By contrast, pramipexole significantly increased the value of losses chased and diminished the value of losses surrendered. Propranolol markedly reduced heart rate, but produced no significant changes in loss-chasing behavior. Loss chasing can be thought of as an aversively motivated escape behavior controlled, in part, by the marginal value of continued gambling relative to the value of already accumulated losses. Serotonin and dopamine appear to play dissociable roles in the tendency of individuals to gamble to recover, or to seek to 'escape' from, previous losses. Serotonergic activity seems to promote the availability of loss chasing as a behavioral option, whereas D2/D3 receptor activity produces complex changes in the value of losses judged worth chasing. Sympathetic arousal, at least as mediated by beta-adrenoceptors, does not play a major role in laboratory-based loss-chasing choices. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",unknown,0.678050245,Borderline,D
199,Atypical interoception as a common risk factor for psychopathology: A review.,2021,Neuroscience and Biobehavioral Reviews,0149-7634,130,"Aaron, R.V., Benson, T.L., & Park, S. (2015). Investigating the role of alexithymia on the empathic deficits found in schizotypy and autism spectrum traits. Pers. Individ. Dif. 77, 215-220. https://pubmed.ncbi.nlm.nih.gov/29472731 https://dx.doi.org/10.1016/j.paid.2014.12.032 2015-05405-043.",470-508,"Brewer, Rebecca; Murphy, Jennifer; Bird, Geoffrey",English,"the inadequacy of a categorial approach to mental health diagnosis is now well-recognised, with many authors, diagnostic manuals and funding bodies advocating a dimensional, trans-diagnostic approach to mental health research. variance in interoception, the ability to perceive one's internal bodily state, is reported across diagnostic boundaries, and is associated with atypical functioning across symptom categories. drawing on behavioural and neuroscientific evidence, we outline current research on the contribution of interoception to numerous cognitive and affective abilities (in both typical and clinical populations), and describe the interoceptive atypicalities seen in a range of psychiatric conditions. we discuss the role that interoception may play in the development and maintenance of psychopathology, as well as the ways in which interoception may differ across clinical presentations. a number of important areas for further research on the role of interoception in psychopathology are highlighted.",10.1016/j.neubiorev.2021.07.036,*Risk Factors; *Psychopathology; Diagnosis; *Comorbidity; *Interoception; *Mental Health; Funding; Mental Disorders,"The inadequacy of a categorial approach to mental health diagnosis is now well-recognised, with many authors, diagnostic manuals and funding bodies advocating a dimensional, trans-diagnostic approach to mental health research. Variance in interoception, the ability to perceive one's internal bodily state, is reported across diagnostic boundaries, and is associated with atypical functioning across symptom categories. Drawing on behavioural and neuroscientific evidence, we outline current research on the contribution of interoception to numerous cognitive and affective abilities (in both typical and clinical populations), and describe the interoceptive atypicalities seen in a range of psychiatric conditions. We discuss the role that interoception may play in the development and maintenance of psychopathology, as well as the ways in which interoception may differ across clinical presentations. A number of important areas for further research on the role of interoception in psychopathology are highlighted. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",relevant,0.678094951,Borderline,K
1942,The effects of alcohol on sequential decision-making biases during gambling.,2020,Psychopharmacology,333158,237,2,395-407,"Tobias-Webb, Juliette; Limbrick-Oldfield, Eve H.; Vearncombe, Silvia; Duka, Theodora; Clark, Luke",,"gambling and alcohol use are recreational behaviours that share substantial commonalities at a phenomenological, clinical and neurobiological level. past studies have shown that alcohol can have a disinhibiting effect on gambling behaviour, in terms of bet size and persistence. this study was conducted in order to characterise how alcohol affects biases in judgment and decision-making that occur during gambling, with a focus on sequential decision-making including the gambler's fallacy. sequential biases were elicited via a roulette-based gambling task. using a standard between-groups alcohol challenge procedure, male participants played the roulette task 20 min after receiving an alcoholic (0.8 g/kg; n = 22) or placebo (n = 16) beverage. the task measured colour choice decisions (red/black) and bet size, in response to varying lengths of colour runs and winning/losing feedback streaks. across both groups, a number of established sequential biases were observed. on colour choice, there was an effect of run length in line with the gambler's fallacy, which further varied by previous feedback (wins vs losses). bet size increased with feedback streaks, especially for losing streaks. compared to placebo, the alcohol group placed higher bets following losses compared to wins. increased bet size after losses following alcohol consumption may reflect increased loss chasing that may amplify gambling harms. our results do not fit a simple pattern of enhanced gambling distortions or reward sensitivity, but help contextualise the effects of alcohol on gambling to research on decision-making biases.",10.1007/s00213-019-05376-z,Gambling; Alcohol; ALCOHOL; ALCOHOL drinking; GAMBLING; ALCOHOLIC beverages; Cognitive distortions; Loss chasing; RESEARCH bias; Roulette,"Rationale: Gambling and alcohol use are recreational behaviours that share substantial commonalities at a phenomenological, clinical and neurobiological level. Past studies have shown that alcohol can have a disinhibiting effect on gambling behaviour, in terms of bet size and persistence. Objectives: This study was conducted in order to characterise how alcohol affects biases in judgment and decision-making that occur during gambling, with a focus on sequential decision-making including the gambler's fallacy. Methods: Sequential biases were elicited via a roulette-based gambling task. Using a standard between-groups alcohol challenge procedure, male participants played the roulette task 20 min after receiving an alcoholic (0.8 g/kg; n = 22) or placebo (n = 16) beverage. The task measured colour choice decisions (red/black) and bet size, in response to varying lengths of colour runs and winning/losing feedback streaks. Results: Across both groups, a number of established sequential biases were observed. On colour choice, there was an effect of run length in line with the gambler's fallacy, which further varied by previous feedback (wins vs losses). Bet size increased with feedback streaks, especially for losing streaks. Compared to placebo, the alcohol group placed higher bets following losses compared to wins. Conclusions: Increased bet size after losses following alcohol consumption may reflect increased loss chasing that may amplify gambling harms. Our results do not fit a simple pattern of enhanced gambling distortions or reward sensitivity, but help contextualise the effects of alcohol on gambling to research on decision-making biases. [ABSTRACT FROM AUTHOR]",relevant,0.679279182,Borderline,K
874,Neuroeconomics: A guide to the new science of making choices.,2008,Neuroeconomics: A guide to the new science of making choices.,978-0-19-530582-1 (Hardcover),,"Acheson, A. (2005). The role of the nucleus accumbens in reinforcer discounting. Unpublished dissertation submitted to the graduate school of the State University of New York at Buffalo. Department of Psychology, State University of New York at Buffalo, Buffalo, NY. 2005-99012-108.",,"Politser, Peter",English,"as technology has opened new windows into the brain, it has clarified what happens there when people make decisions about money. this clarity has produced a new science called neuroeconomics, which addresses diverse questions, such as why people save, buy stocks, steal, and overspend. the many different methods used in neuroeconomics have, however, often yielded unclear findings about the quality of these decisions, primarily because the field has lacked both guidelines for categorizing the different aspects of quality, and guidelines for selecting methods to study these aspects. before this book, in which peter politser guides the reader through the different regions of study, there was no scientific guide for those interested in neuroeconomics. politser shows how to evaluate specific elements of choice, such as regret, expectation, risk, ambiguity, time preference, and learning, and surveys economic and behavioral models of decision making skills. he reviews the neural correlates of decisional impairments and inconsistencies. politser also considers what the field of neuroeconomics may add to future conceptions of decision making, and outlines the limitations of various studies of different capacities. he then introduces a broader field for the design and interpretation of neuroeconomic studies--a neuroepidemiology of decision making. this book is intended for those who want to understand the research in neuroeconomics or use its its accessible text, along with an extensive glossary, will guide those with little economic or neuroscience background, and make the book a useful supplement for courses on neuroscience and decision making.",10.1093/acprof:oso/9780195305821.001.0001,*Choice Behavior; *Decision Making; *Neurosciences; Neuroeconomics; *Economics; *Money,"As technology has opened new windows into the brain, it has clarified what happens there when people make decisions about money. This clarity has produced a new science called neuroeconomics, which addresses diverse questions, such as why people save, buy stocks, steal, and overspend. The many different methods used in neuroeconomics have, however, often yielded unclear findings about the quality of these decisions, primarily because the field has lacked both guidelines for categorizing the different aspects of quality, and guidelines for selecting methods to study these aspects. Before this book, in which Peter Politser guides the reader through the different regions of study, there was no scientific guide for those interested in neuroeconomics. Politser shows how to evaluate specific elements of choice, such as regret, expectation, risk, ambiguity, time preference, and learning, and surveys economic and behavioral models of decision making skills. He reviews the neural correlates of decisional impairments and inconsistencies. Politser also considers what the field of neuroeconomics may add to future conceptions of decision making, and outlines the limitations of various studies of different capacities. He then introduces a broader field for the design and interpretation of neuroeconomic studies--a neuroepidemiology of decision making. This book is intended for those who want to understand the research in neuroeconomics or use its methods. Its accessible text, along with an extensive glossary, will guide those with little economic or neuroscience background, and make the book a useful supplement for courses on neuroscience and decision making. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",relevant,0.679463462,Borderline,D
2303,Risky business: the neuroeconomics of decision making under uncertainty.,2008,Nature Neuroscience,10976256,11,4,398-403,"Platt, Michael L.; Huettel, Scott A.",,"many decisions involve uncertainty, or imperfect knowledge about how choices lead to outcomes. colloquial notions of uncertainty, particularly when describing a decision as 'risky', often carry connotations of potential danger as well. gambling on a long shot, whether a horse at the racetrack or a foreign oil company in a hedge fund, can have negative consequences, but the impact of uncertainty on decision making extends beyond gambling. indeed, uncertainty in some form pervades nearly all our choices in daily life. stepping into traffic to hail a cab, braving an ice storm to be the first at work, or dating the boss's son or daughter also offer potentially great windfalls, at the expense of surety. we continually face trade-offs between options that promise safety and others that offer an uncertain potential for jackpot or bust. when mechanisms for dealing with uncertain outcomes fail, as in mental disorders such as problem gambling or addiction, the results can be disastrous. thus, understanding decision makingÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂindeed, understanding behavior itselfÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂrequires knowing how the brain responds to and uses information about uncertainty.",10.1038/nn2062,DECISION making; NEUROSCIENCES; COGNITIVE neuroscience; NEUROECONOMICS; UNCERTAINTY (Information theory),"Many decisions involve uncertainty, or imperfect knowledge about how choices lead to outcomes. Colloquial notions of uncertainty, particularly when describing a decision as 'risky', often carry connotations of potential danger as well. Gambling on a long shot, whether a horse at the racetrack or a foreign oil company in a hedge fund, can have negative consequences, but the impact of uncertainty on decision making extends beyond gambling. Indeed, uncertainty in some form pervades nearly all our choices in daily life. Stepping into traffic to hail a cab, braving an ice storm to be the first at work, or dating the boss's son or daughter also offer potentially great windfalls, at the expense of surety. We continually face trade-offs between options that promise safety and others that offer an uncertain potential for jackpot or bust. When mechanisms for dealing with uncertain outcomes fail, as in mental disorders such as problem gambling or addiction, the results can be disastrous. Thus, understanding decision makingÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂindeed, understanding behavior itselfÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂrequires knowing how the brain responds to and uses information about uncertainty. [ABSTRACT FROM AUTHOR]",relevant,0.679871258,Borderline,K
135,Sex-dependent effects of early life stress on reinforcement learning and limbic cortico-striatal functional connectivity.,2023,Neurobiology of Stress,,22,"Admon, R., & Pizzagalli, D.A. (2015). Dysfunctional reward processing in depression. Curr. Opin. Psychol https://dx.doi.org/10.1016/j.copsyc.2014.12.011 https://pubmed.ncbi.nlm.nih.gov/26258159 https://dx.doi.org/10.1016/j.copsyc.2014.12.011",14-Jan,"Zuhlsdorff, Katharina; Lopez-Cruz, Laura; Dutcher, Ethan G; Jones, Jolyon A; Pama, Claudia; Sawiak, Stephen; Khan, Shahid; Milton, Amy L; Robbins, Trevor W; Bullmore, Edward T; Dalley, Jeffrey W",English,"major depressive disorder (mdd) is a stress-related condition hypothesized to involve aberrant reinforcement learning (rl) with positive and negative stimuli. the present study investigated whether repeated early maternal separation (rems) stress, a procedure widely recognized to cause depression-like behaviour, affects how subjects learn from positive and negative feedback. the rems procedure was implemented by separating male and female rats from their dam for 6 h each day from post-natal day 5-19. control rat offspring were left undisturbed during this period. rats were tested as adults for behavioral flexibility and feedback sensitivity on a probabilistic reversal learning task. a computational approach based on rl theory was used to derive latent behavioral variables related to reward learning and flexibility. to assess underlying brain substrates, a seed-based functional mri connectivity analysis was applied both before and after an additional adulthood stressor in control and rems rats. female but not male rats exposed to rems stress showed increased response 'stickiness' (repeated responses regardless of reward outcome). following repeated adulthood stress, reduced functional connectivity from the basolateral amygdala (bla) to the dorsolateral striatum (dls), cingulate cortex (cg), and anterior insula (ai) cortex was observed in females. by contrast, control male rats exposed to the second stressor showed impaired learning from negative feedback (i.e., non-reward) and reduced functional connectivity from the bla to the dls and ai compared to maternally separated males. rl in male rats exposed to rems was unaffected. the fmri data further revealed that connectivity between the mofc and other prefrontal cortical and subcortical structures was positively correlated with response 'stickiness'. these findings reveal differences in how females and males respond to early life adversity and subsequent stress. these effects may be mediated by functional divergence in resting-state connectivity between the basolateral amygdala and fronto-striatal brain regions.",10.1016/j.ynstr.2022.100507,*Learning; *Reinforcement; *Feedback; *Rats; *Brain Connectivity; *Stress; *Animal Sex Differences; *Male Animals,"Major depressive disorder (MDD) is a stress-related condition hypothesized to involve aberrant reinforcement learning (RL) with positive and negative stimuli. The present study investigated whether repeated early maternal separation (REMS) stress, a procedure widely recognized to cause depression-like behaviour, affects how subjects learn from positive and negative feedback. The REMS procedure was implemented by separating male and female rats from their dam for 6 h each day from post-natal day 5-19. Control rat offspring were left undisturbed during this period. Rats were tested as adults for behavioral flexibility and feedback sensitivity on a probabilistic reversal learning task. A computational approach based on RL theory was used to derive latent behavioral variables related to reward learning and flexibility. To assess underlying brain substrates, a seed-based functional MRI connectivity analysis was applied both before and after an additional adulthood stressor in control and REMS rats. Female but not male rats exposed to REMS stress showed increased response 'stickiness' (repeated responses regardless of reward outcome). Following repeated adulthood stress, reduced functional connectivity from the basolateral amygdala (BLA) to the dorsolateral striatum (DLS), cingulate cortex (Cg), and anterior insula (AI) cortex was observed in females. By contrast, control male rats exposed to the second stressor showed impaired learning from negative feedback (i.e., non-reward) and reduced functional connectivity from the BLA to the DLS and AI compared to maternally separated males. RL in male rats exposed to REMS was unaffected. The fMRI data further revealed that connectivity between the mOFC and other prefrontal cortical and subcortical structures was positively correlated with response 'stickiness'. These findings reveal differences in how females and males respond to early life adversity and subsequent stress. These effects may be mediated by functional divergence in resting-state connectivity between the basolateral amygdala and fronto-striatal brain regions. (PsycInfo Database Record (c) 2023 APA, all rights reserved)",relevant,0.680013271,Borderline,K
1222,Decisions to Attend and Drink at Party Events: The Effects of Incentives and Disincentives and Lifetime Alcohol and Antisocial Problems.,2017,"Alcohol., clin. exp. res.",0145-6008,41,9,1622-1629,"Finn, PR; Gerst, K; Lake, A; Bogg, T",,"Alcohol use disorders are associated with patterns of impulsive/risky decision making on behavioral economic decision tasks, but little is known about the factors affecting drinking-related decisions.

Methods
The effects of incentives and disincentives to attend and drink at hypothetical alcohol-related party events as a function of lifetime (LT) alcohol and antisocial problems were examined in a sample of 434 young adults who varied widely in LT alcohol and antisocial problems.

Results
Moderate and high disincentives substantially discouraged decisions to attend the party events and were associated with decisions to drink less at the party events. High versus low party incentives were associated with more attendance decisions. LT antisocial problems were associated with being less deterred from attending by moderate and high disincentives. LT alcohol problems were associated with greater attendance at high party incentive contexts. LT alcohol problems were associated with drinking more at the majority of events; however, the results indicate that young adults with high levels of alcohol problems moderate their drinking in response to moderate and high disincentives. Finally, attendance and drinking decisions on this hypothetical task were significantly related to actual drinking practices.

Conclusions
The results suggest that antisocial symptoms are associated with a reduced sensitivity to the potential negative consequences of drinking, while alcohol problems are associated with a greater sensitivity to the rewarding aspects of partying. The results also underline the value of directly assessing drinking-related decisions in different hypothetical contexts as well as assessing decisions about attendance at risky drinking events in addition to drinking amount decisions",10.1111/acer.13443,Drinking; Alcohol Problems; Antisocial Problems; Decision-Making,,relevant,0.680770634,Borderline,K
540,Self-regulation and adolescent substance use.,2015,Self-regulation in adolescence.,978-1-107-03600-0 (Hardcover); 978-1-316-37134-3 (Digital (undefined format)),,"Aklin, W. M., Lejuez, C. W., Zvolensky, M. J., Kahler, C. W., & Gwadz, M. (2005). Evaluation of behavioral measures of risk taking propensity with inner city adolescents. Behavior, Research and Therapy, 43, 215-228 2005-01158-005. https://dx.doi.org/10.1016/j.brat.2003.12.007 https://pubmed.ncbi.nlm.nih.gov/15629751",266-287,"Chassin, Laurie",English,"self-regulation plays an important role in understanding adolescent substance use. from a trait perspective, adolescent substance use is related to high levels of reward seeking, low levels of harm avoidance, and deficits in inhibitory control. moreover, these characteristics influence adolescents' motivations to use substances as a means to achieve social and personal goals. in addition to between-person differences in self-regulatory traits, dual process models posit that an occurrence of substance use results from interplay between conscious controlled processes and automatic substance use associations. contextual factors are also important because they can influence both self-regulatory traits and the strength of controlled and automatic processes. implications for prevention and treatment are discussed, along with future research directions.",10.1017/CBO9781139565790.013,Rewards; Motivation; Drug Usage; *Adolescent Characteristics,"Self-regulation plays an important role in understanding adolescent substance use. From a trait perspective, adolescent substance use is related to high levels of reward seeking, low levels of harm avoidance, and deficits in inhibitory control. Moreover, these characteristics influence adolescents' motivations to use substances as a means to achieve social and personal goals. In addition to between-person differences in self-regulatory traits, dual process models posit that an occurrence of substance use results from interplay between conscious controlled processes and automatic substance use associations. Contextual factors are also important because they can influence both self-regulatory traits and the strength of controlled and automatic processes. Implications for prevention and treatment are discussed, along with future research directions. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",relevant,0.68099773,Borderline,K
509,"""Wanting,"" ""liking,"" and their relation to consciousness.",2016,Journal of Experimental Psychology: Animal Learning and Cognition,2329-8456,42,2,123-140,"Anselme, Patrick; Robinson, Mike J. F",English,"most animal and human behaviors emanate from goal-directedness and pleasure seeking, suggesting that they are primarily under conscious control. however, ""wanting"" and ""liking"" are believed to be adaptive core subcortical processes working at an unconscious level and responsible for guiding behavior toward appropriate rewards. here we examine whether ""wanting"" is an inherent property of conscious goals and ""liking"" an intrinsic component of conscious feelings. we argue that ""wanting"" and ""liking"" depend on mechanisms acting below the level of consciousness, explaining why individuals often struggle to enhance or refrain their motivations and emotions by means of conscious control. in particular, hyperreactivity of subcortical ""wanting"" systems has been tied to pathological behaviors such as drug addiction and gambling disorder. in addicts, cognitive processes intended to curb drug-seeking wage a constant battle against subcortical urges to take more drug that often ends in relapse following repeated assaults. nevertheless, we suggest that in nonpathological contexts, ""wanting"" and ""liking"" interact with major cognitive processes to guide goal-directed actions.",10.1037/xan0000090,*Rewards; *Dopamine; Incentives; *Addiction; *Consciousness States,"Most animal and human behaviors emanate from goal-directedness and pleasure seeking, suggesting that they are primarily under conscious control. However, ""wanting"" and ""liking"" are believed to be adaptive core subcortical processes working at an unconscious level and responsible for guiding behavior toward appropriate rewards. Here we examine whether ""wanting"" is an inherent property of conscious goals and ""liking"" an intrinsic component of conscious feelings. We argue that ""wanting"" and ""liking"" depend on mechanisms acting below the level of consciousness, explaining why individuals often struggle to enhance or refrain their motivations and emotions by means of conscious control. In particular, hyperreactivity of subcortical ""wanting"" systems has been tied to pathological behaviors such as drug addiction and gambling disorder. In addicts, cognitive processes intended to curb drug-seeking wage a constant battle against subcortical urges to take more drug that often ends in relapse following repeated assaults. Nevertheless, we suggest that in nonpathological contexts, ""wanting"" and ""liking"" interact with major cognitive processes to guide goal-directed actions. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",unknown,0.681209903,Borderline,K
