title,abs_rlv,year,authors,abstract,doi,keywords,orig_index,Is_Core,Similarity_Cosine,Similarity_Hellinger,Similarity_Dice,Similarity_Manhattan,Similarity_Chebyshev,Similarity_Ensemble
Effects of lesions of the orbitofrontal cortex on sensitivity to delayed and probabilistic reinforcement.,,2002,"Mobini, S.; Body, S.; Ho, M.-Y.; Bradshaw, M.; Szabadi, E.; Deakin, W.; Anderson, M.","lesions of the orbital prefrontal cortex (opfc) can cause pathologically impulsive behaviour in humans. inter-temporal choice behaviour (choice between reinforcers differing in size, delay and/or probability) has been proposed as a model of ""impu>abstract. lesions of the orbital prefrontal cortex (opfc) can cause pathologically impulsive behaviour in humans. inter-temporal choice behaviour (choice between reinforcers differing in size, delay and/or probability) has been proposed as a model of ""impulsive choice"" in animals. the effect of lesions of the opfc on rats' inter-temporal choice behaviour was examined in two experiments: (1) rats chose between a smaller immediate reinforcer and a larger delayed reinforcer; (2) rats chose between a smaller certain reinforcer and a larger probabilistic reinforcer. under halothane anaesthesia, rats received injections of the excitotoxin quinolinate into the opfc (0.1 m, 0.5 ÃÂÃÂÃÂÃÂµl, two injections in each hemisphere), or sham lesions (injections of vehicle). they were trained to press two levers (a and b) for food-pellet reinforcers in discrete-trials schedules. in free-choice trials, a press oexperiment 2, both groups showed declining choice of lever b as a function of the odds against delivery of the two-pellet reinforcer, _ (_=[1/p]ÃÂÃÂÃÂÃÂ1). the lesioned rats showed lower indifference odds (_[sub 50] : the value of _ corresponding to 50% choice of lever b) than the sham-lesioned rats. in both experiments, the lesioned rats showed extensive atrophy of the opfc, with sparing of the dorsolateral prefrontal cortex. the results show that lesions of the opfc can promote preference for the smaller and more immediate, and the smaller and more certain of two reinforcers. the results are consistent with two interpretations: the lesion may have altered (i) the rates of delay and odds discounting, and/or (ii) sensitivity to the ratio of the sizes of...",10.1007/s00213-001-0983-0,OPERANT behavior; CEREBRAL cortex; SKIN inflammation,2403,0,0.193428306,-2.618986236,0.115749526,-12.72761279,-0.209924029,-0.259454568
The effects of alcohol on sequential decision-making biases during gambling.,,2020,"Tobias-Webb, Juliette; Limbrick-Oldfield, Eve H.; Vearncombe, Silvia; Duka, Theodora; Clark, Luke","gambling and alcohol use are recreational behaviours that share substantial commonalities at a phenomenological, clinical and neurobiological level. past studies have shown that alcohol can have a disinhibiting effect on gambling behaviour, in terms of bet size and persistence. this study was conducted in order to characterise how alcohol affects biases in judgment and decision-making that occur during gambling, with a focus on sequential decision-making including the gambler's fallacy. sequential biases were elicited via a roulette-based gambling task. using a standard between-groups alcohol challenge procedure, male participants played the roulette task 20 min after receiving an alcoholic (0.8 g/kg; n = 22) or placebo (n = 16) beverage. the task measured colour choice decisions (red/black) and bet size, in response to varying lengths of colour runs and winning/losing feedback streaks. across both groups, a number of established sequential biases were observed. on colour choice, there was an effect of run length in line with the gambler's fallacy, which further varied by previous feedback (wins vs losses). bet size increased with feedback streaks, especially for losing streaks. compared to placebo, the alcohol group placed higher bets following losses compared to wins. increased bet size after losses following alcohol consumption may reflect increased loss chasing that may amplify gambling harms. our results do not fit a simple pattern of enhanced gambling distortions or reward sensitivity, but help contextualise the effects of alcohol on gambling to research on decision-making biases.",10.1007/s00213-019-05376-z,Gambling; Alcohol; ALCOHOL; ALCOHOL drinking; GAMBLING; ALCOHOLIC beverages; Cognitive distortions; Loss chasing; RESEARCH bias; Roulette,1942,0,0.193419912,-2.676248318,0.104364326,-12.51905811,-0.236683076,-0.275161767
How patientsÃÂÃÂÃÂÃÂ representations of cystic fibrosis-related diabetes inform their health behaviours.,,2016,"Sylvain, Chantal; Lamothe, Lise; Berthiaume, Yves; Rabasa-Lhoret, RÃÂÃÂÃÂÃÂmi","although diabetes is a frequent complication of cystic fibrosis (cf), patientsÃÂÃÂÃÂÃÂ behaviours tend not to comply with best practice recommendations. using leventhalÃÂÃÂÃÂÃÂs common-sense model, we address this issue by exploring patientsÃÂÃÂÃÂÃÂ representations of cf-related diabetes (cfrd) to better understand the discrepancy between patientsÃÂÃÂÃÂÃÂ expected and observed health behaviours. semi-structured individual interviews were conducted with patients (nÃÂÃÂÃÂÃÂ=ÃÂÃÂÃÂÃÂ39) in six cf clinics in quebec, canada. these interviews were part of a larger research project on screening and management practices for cfrd. illness representations differed between two groups of interviewed patients: (1) one group had either cf without dysglycemia or cf with impaired glucose tolerance; and (2) the other group had cfrd. both representations were internally consistent and encompassed leventhalÃÂÃÂÃÂÃÂs five dimensions of illness representation: illness identity, cause, timeline, consequences and control. patients require specific information on cfrd. the screening phase could be a crucial time to help patients adjust their representations to fit the reality of cfrd.",10.1080/08870446.2016.1183008,cystic fibrosis; cystic fibrosis-related diabetes; INSULIN; DESCRIPTIVE statistics; LONGITUDINAL method; RESEARCH funding; PATIENT compliance; COMPARATIVE studies; RESEARCH methodology; DIABETES; adherence; ATTITUDE (Psychology); ATTITUDES toward illness; common sense model; CYSTIC fibrosis; DIABETES prevention; DISEASE complications; GROUP identity; HEALTH behavior; HEALTH literacy; illness representations; INTERVIEWING; JUDGMENT sampling; MATHEMATICAL models of psychology; QUALITATIVE research; QUEBEC (Province); THEMATIC analysis; TIME,2066,0,0.193360584,-2.561279625,0.092933204,-12.94273444,-0.211570433,-0.276525142
Moderate alcohol consumption as risk factor for adverse brain outcomes and cognitive decline: longitudinal cohort study.,,2017,"Topiwala, Anya; Allan, Charlotte L; Valkanova, Vyara; Zsoldos, Eniko; Filippini, Nicola; Sexton, Claire; Mahmood, Abda; Fooks, Peggy; Singh-Manoux, Archana; Mackay, Clare E; Kivimaki, Mika; Ebmeier, Klaus P","to investigate whether moderate alcohol consumption has a favourable or adverse association or no association with brain structure and function. design: observational cohort study with weekly alcohol intake and cognitive performance measured repeatedly over 30 years (1985-2015). multimodal magnetic resonance imaging (mri) was performed at study endpoint (2012-15). setting: community dwelling adults enrolled in the whitehall ii cohort based in the uk (the whitehall ii imaging substudy). participants: 550 men and women with mean age 43.0 (sd 5.4) at study baseline, none were ""alcohol dependent"" according to the cage screening questionnaire, and all safe to undergo mri of the brain at follow-up. twenty three were excluded because of incomplete or poor quality imaging data or gross structural abnormality (such as a brain cyst) or incomplete alcohol use, sociodemographic, health, or cognitive data. main outcom e measures: structural brain measures included hippocampal atrophy, grey matter density, and white matter microstructure. functional measures included cognitive decline over the study and cross sectional cognitive performance at the time of scanning. higher alcohol consumption over the 30 year follow-up was associated with increased odds of hippocampal atrophy in a dose dependent fashion. while those consuming over 30 units a week were at the highest risk compared with abstainers (odds ratio 5.8, 95% confidence interval 1.8 to 18.6; p <= 0.001), even those drinking moderately (14-21 units/week) had three times the odds of right sided hippocampal atrophy (3.4, 1.4 to 8.1; p = 0.007). there was no protective effect of light drinking (1-<7 units/week) over abstinence. higher alcohol use was also associated with differences in corpus callosum microstructure and faster decline in lexical fluency. no association was found with cross sectional cognitive performance or longitudinal changes in semantic fluency or word recall. alcohol consumption, even at moderate levels, is associated with adverse brain outcomes including hippocampal atrophy. these results support the recent reduction in alcohol guidance in the uk and question the current limits recommended in the us.",10.1136/bmj.j2353,*Risk Factors; *Cognitive Impairment; *Brain; *Magnetic Resonance Imaging; *Alcohol Use,406,0,0.193285587,-2.617768336,0.094230769,-13.38738738,-0.22890293,-0.289770728
Reduced Loss Aversion and Inhibitory Control in Adolescents With Internet Gaming Disorder.,,2020,"Wang, Lingxiao; Tian, Moqian; Zheng, Ya; Li, Qi; Liu, Xun","as adolescents are in a crucial developmental period, they are more susceptible than adults to internet gaming disorder (igd). the dual-system model proposed by casey, jones, and hare (2008) emphasized the equal importance of reward-seeking and cognitive control systems in accounting for adolescents' risky behaviors. considering that no study has simultaneously examined reward seeking (loss aversion, i.e., loss sensitivity relative to gain sensitivity) and cognitive control (inhibitory control) in igd, this study aimed to investigate loss aversion and inhibitory control in the same igd adolescent population. forty five adolescent patients with igd and 43 matched healthy control participants completed a mixed gambles task and a stop-signal task to measure loss aversion and inhibitory control, respectively. two main findings were identified in this study. first, the igd participants showed concurrent reduced loss aversion and inhibitory control, suggesting that differences in both systems serve as behavioral markers of igd in adolescents. second, the igd participants were categorized into 2 distinct subtypes based on differences in loss aversion and inhibitory control, which implies specific therapies for specific subtypes of igd adolescents. therefore, this study extends the application of the dual-system model to explain adolescents' excessive internet gaming behavior.,",10.1037/adb0000549,inhibitory control; adolescents; Internet gaming disorder; reward seeking; subtypes of IGD,1097,0,0.193082347,-2.690754427,0.1232493,-13.29406737,-0.174383927,-0.258734161
"Unlocking the brain, Vol. II: Consciousness.",,2014,"Northoff, Georg","neuroscience has made considerable progress in understanding how the brain works. we know much about the molecule, genetic and biochemical underpinnings of sensory and motor functions, but recent neuroimaging work has opened the door to investigating the neural underpinnings of higher-order cognitive functions, such as memory, attention, and even free will. in these types of investigations, researchers apply specific stimuli to induce neural activity in the brain and look for the function in question. however, there may be more to the brain and its neuronal states than the changes in activity we induce by applying particular external stimuli. in unlocking the brain, volume ii: consciousness, georg northoff develops hypotheses about the relationship between particular neuronal mechanisms and the various phenomenal features of consciousness. rather than approaching the brain in terms of regions and functions, the author here suggests a different approach. he investigates both the spatial and temporal mechanisms of the brain in detail, particularly those in the resting state. northoff argues that features of the brain's neural organization during resting state activity make possible consciousness and its various phenomenal features. over the course of this inquiry, the author covers both cellular and regional levels of neural activity, and also includes descriptions of psychiatric disorders like depression and schizophrenia. even more unique is northoff's ability to link the neuronal level of the brain to the phenomenal features of consciousness, and to link these to concepts involved in philosophy. his work is the result of a truly transdisciplinary pursuit of consciousness.",10.1093/acprof:oso/9780199826995.001.0001,*Neuroimaging; *Neural Receptors; *Brain; *Neurosciences,660,0,0.192949073,-2.654861054,0.097142857,-13.02891497,-0.188029003,-0.275627617
Drug Addiction and the Memory Systems of the Brain.,,2008,"Robbins, T.; Ersche, K.; Everitt, B.","we review drug addiction from the perspective of the hypothesis that drugs of abuse interact with distinct brain memory systems. we focus on emotional and procedural forms of memory, encompassing pavlovian and instrumental conditioning, both for action-outcome and for stimulus-response associations. neural structures encompassed by these systems include the amygdala, hippocampus, nucleus accumbens, and dorsal striatum. additional influences emanate from the anterior cingulate and prefrontal cortex, which are implicated in the encoding and retrieval of drug-related memories that lead to drug craving and drug use. finally, we consider the ancillary point that chronic abuse of many drugs may impact directly on neural memory systems via neuroadaptive and neurotoxic effects that lead to cognitive impairments in which memory dysfunction is prominent.,",10.1196/annals.1441.020,craving; cortex; amygdala; memory; prefrontal; striatum; accumbens; habit; nucleus,1579,0,0.192719562,-2.594919769,0.133709981,-12.41209227,-0.297769365,-0.259835269
PRESERVATION OF BETA-CELL FUNCTION IN TYPE 2 DIABETES.,,2010,"Nyalakonda, Kavita; Sharma, Tarang; Ismail-Beigi, Faramarz; MD, PhD","to review available data on preservation and potential improvement of beta-cell function in patients with type 2 diabetes mellitus (t2dm) with use of currently available strategies and agents., using key words, we performed a medline search of the relevant literature published through 2009 regarding the effects of available agents on beta-cell function in humans with t2dm., on the basis of current clinical data, no uniformly effective treatment for beta-cell preservation has been found. lifestyle intervention and early intensive insulin therapy appear to have some preservative properties on beta-cell function. glucagonlike peptide-1 agonists, dipeptidyl-peptidase-4 inhibitors, and thiazolidinediones result in maintenance and often improvement of beta-cell function during their active use; however, data on their ability to preserve beta-cell function when patients are not receiving active treatment are limited., conclusion: the continuous loss of beta-cell mass and beta-cell function is a critical mechanism underlying the progressive deterioration of glycemic control in t2dm. in light of the projected increase in individuals at risk for developing t2dm, strategies and agents aimed at delaying or preventing the progression and inducing a remission of the disease are needed. future research on this topic should include comparative efficacy trials with washout periods incorporating currently available and novel medications and strategies for preservation of beta cells.,",10.4158/EP10112.RA,,1519,0,0.192545781,-2.598812343,0.083333333,-12.97210711,-0.20774317,-0.286224248
Human behaviour in pandemics: Social and psychological determinants in a global health crisis.,,2022,"Kossowska, Malgorzata; Letki, Natalia; Zaleskiewicz, Tomasz; Wichary, Szymon","the pandemic we are currently facing is considered to be the gravest crisis of its kind since world war ii. it has mustered and intensified a herculean joint effort by scientists representing diverse disciplines to understand how the sars-cov-2 virus infects and propagates, to refine diagnostic tests, and find effective drugs. however, how the development of the disease itself, covid-19, has unfolded is markedly influenced by psychological and social factors. this timely interdisciplinary book brings together a wide spectrum of theoretical concepts and their empirical applications in relation to the covid-19 pandemic, informing our understanding of the social and psychological bases of a global crisis. written by an author team of psychologists and sociologists, it provides comprehensive coverage of phenomena such as fear, risk, judgement and decision making, threat and uncertainty, group identity and cohesion, social and institutional trust, and communication in the context of an international health emergency. the topics have been grouped into four main chapters, focusing on the individual, group, social, and communication perspectives of the issues affecting or being affected by the pandemic, based on over 740 classic and current references of peer-reviewed research and contextualized with an epidemiological perspective discussed in the the book finishes with two special sections, with a chapter on cultural specificity of the social impact of pandemics, focusing specifically on both islam and hinduism, and a chapter on the cross-national differences in policy responses to the current health crisis. providing not just a reference for academic research, but also short-term and long-term policy solutions based on successful strategies to combat adverse social, cognitive, and emotional consequences, this is the ideal resource for academics and policymakers interested in social and psychological determinants of individual reactions to pandemics, as well as in fields such as economics, management, politics, and medical care.",10.4324/9781003254133,*Decision Making; *Uncertainty; *Cross Cultural Differences; *Global Health; *Pandemics; *Policy Making; *Psychosocial Factors,107,0,0.192496162,-2.699674896,0.116431925,-12.98631403,-0.234282573,-0.274001686
The relation of body fat mass and distribution to markers of chronic inflammation.,,2001,"Festa, A; D'Agostino Jr, R; Williams, K; Karter, A J; Mayer-Davis, E J; Tracy, R P; Haffner, S M","to study the relation of fibrinogen and c-reactive protein (crp) to various measures of body fat and body fat distribution and to investigate whether these relations were explained by differences in insulin sensitivity. design and subjects: cross-sectional analysis of the iras (insulin resistance atherosclerosis study), a large (n = 1559) triethnic population (non-hispanic whites, african-americans and mexican-americans) across different states of glucose tolerance. measurements: glucose tolerance (oral glucose tolerance test), insulin sensitivity (frequently sampled intravenous glucose tolerance test and minimal model analysis), assessment of body fat mass and distribution (weight, girths, bioelectrical impedance), subclinical atherosclerosis (b-mode ultrasonography of carotid artery intima-media thickness, imt), crp (highly sensitive immunoassay), fibrinogen (standard assay). both crp and fibrinogen were related to all measures of body fat. strong correlations (correlation coefficient r ÃÂÃÂÃÂÃÂ³ 0.35) were found between crp and body mass index (bmi), waist circumference and adipose body mass, respectively. the associations were consistent in non-diabetic and type-2 diabetic subjects, were generally stronger in women, and were only moderately attenuated by the prevailing insulin sensitivity (s[sub i]). in a multivariate linear regression model waist circumference explained 14.5% of the variability of circulating crp levels (p= 0.0001), bmi 0.4% (p=0.0067), and s[sub l] 1.7% (p= 0.0001). common carotid artery imt was related to crp and fibrinogen in men, but not in women, and was attenuated after adjusting for bmi or waist. conclusion: our findings show that measures of body fat are strongly associated with circulating levels of crp and fibrinogen. these associations were not explained by lower s[sub l] in obese subjects. chronic, subclinical inflammation may be one pathophysiological mechanism explaining the increased risk of atherosclerotic...",10.1038/sj.ijo.0801792,C-reactive protein; INFLAMMATION; ADIPOSE tissues; FIBRINOGEN,2409,0,0.19245588,-2.638960815,0.134078212,-11.83197063,-0.271527926,-0.24823276
Judgment and Decision Making in Adolescence.,,2011,"Albert, Dustin; Steinberg, Laurence",": in this article, we review the most important findings to have emerged during the past 10 years in the study of judgment and decision making (jdm) in adolescence and look ahead to possible new directions in this burgeoning area of research. three inter-related shifts in research emphasis are of particular importance and serve to organize this review. first, research grounded in normative models of jdm has moved beyond the study of age differences in risk perception and toward a dynamic account of the factors predicting adolescent decisions. second, the field has seen widespread adoption of dual-process models of cognitive development that describe 2 relatively independent modes of information processing, typically contrasting an analytic (cold) system with an experiential (hot) one. finally, there has been an increase in attention to the social, emotional, and self-regulatory factors that influence jdm. this shift in focus reflects the growing influence of findings from developmental neuroscience, which describe a pattern of structural and functional maturation that may set the stage for a heightened propensity to make risky decisions in adolescence.,",10.1111/j.1532-7795.2010.00724.x,,1505,0,0.192397522,-2.56865115,0.097982709,-13.32663255,-0.21781191,-0.280437255
Toward a biosocial theory of offender rehabilitation: Why does cognitive-behavioral therapy work?,,2011,"Vaske, Jamie; Galyean, Kevan; Cullen, Francis T","the growing insights from neuropsychological research, including within biosocial criminology, have not yet been systematically incorporated into the study of correctional rehabilitation. given developments in related fields, we argue that moving toward a biosocial theory of offender rehabilitation or neurocriminology will enrich our understanding and effectiveness of these interventions. a particularly promising area to investigate is cognitive-behavioral therapy (cbt). in this regard, we examine research on the neural correlates of skills that are addressed in correctional cognitive skills programs. a review of the literature reveals that social skills, coping skills, and problem-solving skills are consistently associated with activation in the medial prefrontal cortex, dorsolateral prefrontal cortex, dorsomedial prefrontal cortex, ventromedial prefrontal cortex, orbitofrontal cortex, cingulate cortex, insula, and temporo-parietal junction. cbt programs that effectively target social skills, coping skills, and problem-solving skills should correspond to increased activity in these regions. the implications of this research are discussed.",10.1016/j.jcrimjus.2010.12.006,Theories; *Neuropsychology; Criminal Offenders; *Cognitive Behavior Therapy; *Criminal Rehabilitation,783,0,0.192364604,-2.628786811,0.093779904,-11.74670685,-0.344376111,-0.29386647
Inhibitory control effects in adolescent binge eating and consumption of sugar-sweetened beverages and snacks.,,2014,"Ames, Susan L; Kisbu-Sakarya, Yasemin; Reynolds, Kim D; Boyle, Sarah; Cappelli, Christopher; Cox, Matthew G; Dust, Mark; Grenard, Jerry L; Mackinnon, David P; Stacy, Alan W","inhibitory control and sensitivity to reward are relevant to the food choices individuals make frequently. an imbalance of these systems can lead to deficits in decision-making that are relevant to food ingestion. this study evaluated the relationship between dietary behaviors-binge eating and consumption of sweetened beverages and snacks-and behavioral control processes among 198 adolescents, ages 14 to 17. neurocognitive control processes were assessed with the iowa gambling task (igt), a generic go/no-go task, and a food-specific go/no-go task. the food-specific version directly ties the task to food cues that trigger responses, addressing an integral link between cue-habit processes. diet was assessed with self-administered food frequency and binge eating questionnaires. latent variable models revealed marked gender differences. inhibitory problems on the food-specific and generic go/no-go tasks were significantly correlated with binge eating only in females, whereas inhibitory problems measured with these tasks were the strongest correlates of sweet snack consumption in males. higher bmi percentile and sedentary behavior also predicted binge eating in females and sweet snack consumption in males. inhibitory problems on the generic go/no-go, poorer affective decision-making on the igt, and sedentary behavior were associated with sweetened beverage consumption in males, but not females. the food-specific go/no-go was not predictive in models evaluating sweetened beverage consumption, providing some initial discriminant validity for the task, which consisted of sweet/fatty snacks as no-go signals and no sugar-sweetened beverage signals. this work extends research findings, revealing gender differences in inhibitory function relevant to behavioral control. further, the findings contribute to research implicating the relevance of cues in habitual behaviors and their relationship to snack food consumption in an understudied population of diverse adolescents not receiving treatment for eating disorders.",10.1016/j.appet.2014.06.013,Decision Making; Adolescent Development; *Binge Eating; *Food; *Binge Eating Disorder; Cued Recall,632,0,0.192359309,-2.589084608,0.13594041,-10.61458635,-0.313455242,-0.235462548
"Direct and indirect relationships between Factor 2 psychopathy, behavioral activation, positive alcohol expectancies, and alcohol use.",,2015,"LaLiberte, Benjamin V; Grekin, Emily R","there is a well-established relationship between factor 2 psychopathy and heavy alcohol use. very few studies, however, have examined potential mediators of this relationship. as a result, it is difficult to develop intervention strategies that target early steps in the psychopathy/alcohol use pathway. the present study tested two structural equation models linking factor 2 psychopathy to alcohol use through the influence of both behavioral activation and positive alcohol expectancies in a sample of college undergraduates (n = 196). the study was also one of the first to utilize both self-report and laboratory measures of behavioral activation. findings indicate that both behavioral activation (as assessed by self-report but not laboratory measures) and positive alcohol expectancies fully account for the relationship between factor 2 psychopathy and alcohol use.",10.1016/j.paid.2015.08.023,*Psychopathy; *Behavior Problems; *Alcohols; *Structural Equation Modeling; Relationship Quality,546,0,0.192152642,-2.514570189,0.035964036,-12.30936033,-0.221536477,-0.310497144
Review: Non-Invasive Brain Stimulation in Behavioral Addictions: Insights from Direct Comparisons With Substance Use Disorders.,,2019,"Gomis_Vicent, Elena; Thoma, Volker; Turner, John J.D.; Hill, Kevin P.; Pascual_Leone, Alvaro; Gomis-Vicent, Elena; Pascual-Leone, Alvaro","treatment models developed for substance use disorders (suds) are often applied to behavioral addictions (bas), even though the correspondence between these forms of addiction is unclear. this is also the case for noninvasive brain stimulation (nibs) techniques being investigated as potential treatment interventions for suds and bas. to contribute to the development of more effective nibs protocols for bas. two literature searches using pubmed and google scholar were conducted identifying a total of 35 studies. the first search identified 25 studies examining the cognitive and neurophysiological overlap between bas and suds. the second search yielded 10 studies examining the effects of nibs in bas. impulsivity and cravings show behavioral and neurophysiologic overlaps between bas and suds, however, other outcomes like working-memory abilities or striatal connectivity, differ between bas and suds. the most-employed nibs target in bas was dorsolateral prefrontal cortex (dlpfc), which was associated with a decrease in cravings, and less frequently with a reduction of addiction severity. conclusions and scientific significance: direct comparisons between bas and suds revealed discrepancies between behavioral and neurophysiological outcomes, but overall, common and distinctive characteristics underlying each disorder. the lack of complete overlap between bas and suds suggests that investigating the cognitive and neurophysiological features of bas to create individual nibs protocols that target risk-factors associated specifically with bas, might be more effective than transferring protocols from suds to bas. individualizing nibs protocols to target specific risk-factors associated with each ba might help to improve treatment interventions for bas. (am j addict 2019;00:1-23).",10.1111/ajad.12945,ADDICTIONS; COMPULSIVE behavior; PREFRONTAL cortex; SUBSTANCE-induced disorders; BRAIN stimulation,1954,0,0.191795954,-2.567598652,0.149114632,-12.70866775,-0.180805752,-0.224006001
Subcortical structures and cognition: Implications for neuropsychological assessment.,,2009,"Koziol, Leonard F; Budding, Deborah Ely","the study of neuropsychology traditionally begins with geography: the neocortex as the seat of cognition and behavior, and the subcortical regions coordinating movement. subcortical structures and cognition breaks with this traditional view, arguing for a practice-oriented rethinking of brain organization. the authors' structural/functional analysis redefines the cerebral hemispheres, basal ganglia, and cerebellum as operating in parallel to control cognition, affect, and behavior as well as movement. case studies and empirical data flesh out this intricate scenario, linking pathology in subcortical structures with psychiatric, learning, and developmental disabilities. these findings are at the forefront of clinical research, significant not only in theoretical terms but also leading to new advances in testing, assessment, and treatment. in their shift from cortex-centered to cortical-subcortical neuropsychology, the authors examine the functional anatomy of the cerebellum and basal ganglia, as well as their roles in cognition, emotion, and behavior. they also describe the neuroanatomy of experiential and reinforcement-based learning, and review cognition as an extension of the motor control system. cases are provided to illustrate the relationships between cortical and subcortical systems in various types of pathology. the authors also provide information on (1) the current state of neuropsychological assessment; (2) results of experimental studies, including imaging technologies; and (3) future directions for neuropsychology, neurology, and related fields. this book is written for maximum clinical applicability, making it important practical reading for neuropsychologists, rehabilitation specialists, speech, occupational, and physical therapists, cognitive neuroscientists, and psychiatrists.",10.1007/978-0-387-84868-6,Behavior; Learning; Emotions; Cerebral Cortex; Cerebellum; Neuropathology; *Cognition; *Neuropsychological Assessment; *Neuropsychology; *Brain; Mental Disorders; *Neuroanatomy; Basal Ganglia; Motor Cortex,851,0,0.19174039,-2.623982704,0.089952153,-10.93464019,-0.316550863,-0.278569827
The neuropsychology of attention.,,2014,"Cohen, Ronald A","once viewed as a somewhat vague metaphysical construct, not suitable for behavioral inquiry, attention is now recognized as a core cognitive function, essential to the brain's processing of outside stimuli. not surprisingly in an era of advanced information technologies-and rising rates of add-attention has also emerged as a significant area of study within neuropsychology. the second edition of neuropsychology of attention reflects this evolution, integrating fruitful lines of inquiry from disciplines as varied as psychology, medicine, and cognitive science, and synthesizing the current state of attention-related theory, conceptualization, findings, and therapy. focusing on cognitive, behavioral, and neural processes, mechanisms, and disorders, this reference expands on previous models of brain structures and function in light of the latest theoretical and technological advances. imaging, clinical, and experimental data locate attention in the context of executive functioning and track the attentional effects of specific conditions from depression to tbi to alzheimer's disease. and the book's updated clinical chapters offer state of the art methods for the assessment and treatment of attention disturbances, providing possibilities for addressing these and other real-life concerns. included in the coverage: phenomenology, history and evolution of the neuropsychology of attention; behavioral and cognitive manifestations and processes of attention; relationships of attention to consciousness, awareness and memory; neural substrates of attention; functional brain systems underlying attention; impact on attention of specific neurological, psychiatric, and medical illnesses; current methods for assessing attentional disorders; effective behavioral treatments and pharmacotherapy; neural, behavioral, and physical constraints on attention; new directions from neuroimaging and computational neuroscience. the second edition of neuropsychology of attention brings a variety of professionals up to speed, including neuropsychologists, cognitive neuroscientists, health psychologists, primary care physicians, and educators.",10.1007/978-0-387-72639-7,*Neuropsychology; Drug Therapy; Brain Development; *Attention Deficit Disorder; Neural Development,611,0,0.191682502,-2.585129785,0.122020972,-12.64868281,-0.278745404,-0.267517259
"Annual research review: Transdiagnostic neuroscience of child and adolescent mental disorders-Differentiating decision making in attention-deficit/hyperactivity disorder, conduct disorder, depression, and anxiety.",,2016,"Sonuga-Barke, Edmund J. S; Cortese, Samuele; Fairchild, Graeme; Stringaris, Argyris","ineffective decision making is a major source of everyday functional impairment and reduced quality of life for young people with mental disorders. however, very little is known about what distinguishes decision making by individuals with different disorders or the neuropsychological processes or brain systems underlying these. this is the focus of the current review. scope and methodology: we first propose a neuroeconomic model of the decision-making process with separate stages for the prechoice evaluation of expected utility of future options; choice execution and postchoice management; the appraisal of outcome against expectation; and the updating of value estimates to guide future decisions. according to the proposed model, decision making is mediated by neuropsychological processes operating within three domains: (a) self-referential processes involved in autobiographical reflection on past, and prospection about future, experiences; (b) executive functions, such as working memory, inhibition, and planning, that regulate the implementation of decisions; and",10.1111/jcpp.12496,Comorbidity; Adolescent Psychiatry; Child Psychiatry; *Decision Making; *Mental Disorders; *Neuropsychology; *Attention Deficit Disorder with Hyperactivity; *Psychodiagnosis; Adolescent Psychology; Child Psychology; Pathophysiology; Conduct Disorder,504,0,0.191634348,-2.572597484,0.114942529,-13.25953848,-0.18544724,-0.259584564
Insulin Sensitivity and [beta]-Cell Function in the Offspring of Type 2 Diabetic Patients: Impact of Line of Inheritance.,,2010,"Natali, Andrea; Muscelli, Elza; Mari, Andrea; Balkau, Beverley; Walker, Mark; Tura, Andrea; Anderwald, Christian; Golay, Alain; Ferrannini, Ele","context: what defects in glucose metabolism are present in offspring of type 2 diabetic patients (fhd+ with a positive family history of diabetes) and to what extent they depend on line of inheritance are uncertain., the objective of this study was to assess clinical phenotype, insulin sensitivity, and [beta]-cell function in fhd+ by line of inheritance., subjects: the subjects included 1221 nondiabetic men and women aged 30-60 yr, of whom 343 were fhd+, who participated to the relationship between insulin sensitivity and cardiovascular disease investigators study, a multicenter european collaboration., main outcome measures: the main outcome measures included the following: insulin sensitivity by the euglycemic clamp; total insulin secretion, [beta]-cell glucose sensitivity, rate sensitivity, and potentiation by c-peptide deconvolution and oral glucose tolerance test modeling; and acute insulin response to i.v. glucose., older age, increased adiposity, and dyslipidemia were the dominant features of fhd+ clinical phenotype. fhd+ subjects had a 13% reduction in insulin sensitivity [95% confidence interval (ci) of 6,19], which in males was more pronounced (17%, ci: 5,24 vs. 10%, ci: 2,20) and influenced by maternal inheritance (21%, ci: 5,38 vs. 14%, ci: 0,28 paternal). after adjusting for confounders, [beta]-cell glucose sensitivity and rate sensitivity were reduced by 13% (ci: 3,20) and 18% (ci: 5,35), respectively (p < 0.01 for both); the former defect was more severe with maternal (16%, ci: 4,26) than paternal (9%, ci: -2,22) transmission. independently of line of inheritance, both fasting and total oral glucose tolerance test insulin secretion were increased in proportion to the insulin resistance, whereas acute insulin response and rate sensitivity were not., diabetic inheritance is expressed as a characteristic clinical phenotype associated with defects in insulin sensitivity and [beta]-cell glucose sensitivity, which are accentuated along maternal inheritance. [beta]-cell rate sensitivity is reduced and [beta]-cell dynamic responses to insulin resistance are lost independently of the line of inheritance.,",10.1210/jc.2009-2721,,1523,0,0.191573027,-2.590923957,0.155555556,-11.41983207,-0.346273353,-0.239959117
